1	1	1	1	A red velvet curtain parted and a billowing of white smoke poured onto the stage.	81
1	1	2	1	Several of the audience members in the front gasped, scattered coughs were heard.  	83
1	1	2	2	At least two hundred audience members, their hats and bonnets shading them from sun and rain, sat before an open air theatre in the little town of Hilmorton to watch the latest masqued play. 	191
1	1	2	3	As the smoke continued to pour, the sky had also seemed to dim accordingly. 	76
1	1	2	4	Seven motionless faces peeked out of the fog which now filled the air in a thin haze where the curtains were. 	110
1	1	2	5	Tall figures in black shrowdes strode out in a dance to a slow and somber tune played by a small band of four players with cellos and bass violins. 	148
1	1	2	6	The figures were each fitted with masques that bespoke of old hags. 	68
1	1	2	7	Noses and chins protruded thence whimsically painted with carmine lippy and rouge like the court mistresses and whores.	119
1	1	3	1	“Judith, mine ears hast been heavy with rumours that a witch has stolen the children and eaten them.”, spoke a raspy and masque muffled voice.	142
1	1	4	1	“Rubbish! 	10
1	1	4	2	Tis the old troll down the road who hath done this. 	52
1	1	4	3	The town folk dare not meet this fellow because he is wild and might slay them on sight though he takes much pain to eat for show and eats them in playne sight and otherwise lays about in idleness. 	198
1	1	4	4	They look to us because we too play fools with life and death. 	63
1	1	4	5	An we play the saviors this time, they will accuse us as before. 	65
1	1	4	6	In due time I will make a pie of pork and hemlock to give him slumber and there we must all take him to the sea and cast him there. 	132
1	1	4	7	Send forth for my familiar for he doth not answer my call this time.”	69
1	1	5	1	A stuffed fur shaped into a cat and mounted on wheels made its way onto the stage seemingly by itself and fell over.	116
1	1	6	1	“Mine familiar, Asmodeus! 	26
1	1	6	2	Quicken thyself! 	17
1	1	6	3	” said Judith the head witch in a raspy falsetto, “Why dost thou not stir!?  	77
1	1	6	4	O woes and pains hath befallen me here. 	40
1	1	6	5	As out of Magdalene went seven demons. 	39
1	1	6	6	Wherefore one not tarry here?  	31
1	1	6	7	Nine years hast thou been suckled. 	35
1	1	6	8	Wherewith didst thou portend to me this fate?  	47
1	1	6	9	And leaveth me with these dowdies?  	36
1	1	6	10	Bridget, Hepsibah, Constance, Abigail, Mary, Anne, I give you license to depart.”	81
1	1	7	1	One of the dark cloaks stepped out to speak, “Judith, mother of crones, what desirest thou of thine daughters that we may not so soon hie off? 	143
1	1	7	2	Shall we feareth to abide with thee?”	37
1	1	8	1	“His soul hath swithly gone and thou needest our succor,” came another voice amongst the cloaks.	96
1	1	9	1	“Hepsibah, sister, his soul sleepeth before the fire,” croaked a rotund matron as she stepped forward. 	103
1	1	9	2	“Wail not and fetch me a cistern and flint!  	45
1	1	9	3	Whereby we may take him unawares. 	34
1	1	9	4	Taketh thou dried moss of a moor, five old skins of a snake, a dram of moth-wing dust and three grains of a gnat’s liver,” she said pointing around. 	149
1	1	9	5	“And bind these to a spell for him!”	36
1	1	10	1	One of the masqued robes brought out a cistern and vessels and handed it to another. 	85
1	1	10	2	She stared wide creeping and stalking up on a point not seen and then she abruptly swung the open cistern as if it were made of paper in a wide arc over the imaginary point and lidded it shut. 	193
1	1	10	3	She leapt and twirled with delight. 	36
1	1	10	4	A loud “Meow” came from backstage as the crowd cheered. 	56
1	1	10	5	They danced around the cistern and leapt over it in turn. 	58
1	1	10	6	As the band winded down, she handed it to mother Judith uttering loudly for all to hear, “Mine familiar, tarry but a little longer with me!”	140
1	1	11	1	A deep meow, almost a yowl came from the stage as if from a phantom there.	74
1	1	12	1	She grabbed the vessel and took off the lid.  	46
1	1	12	2	Inside the vessel was a white powder. 	38
1	1	12	3	She lit a small fire in the censer and placed the cistern on it into which she then placed the cat effigy. 	107
1	1	12	4	The fire exploded in a burst of sparks causing shrieks and awes and the actors themselves were startled.  	106
1	1	12	5	One fell over while others looked around at each other. 	56
1	1	12	6	Laughter filled the air as the one who fell struggled in his skirts to climb to his feet. 	90
1	1	12	7	The burning powder filled the air and fog rolled out again onto the stage. 	75
1	1	12	8	They danced round about the fire laughing and cackling gleefully. 	66
1	1	12	9	As the cat was now obscured, young stage hands reached into the cistern and took out the effigy and replaced it with a live cat. 	129
1	1	12	10	The tallest hag picked up the cat before it could get away and pet it assuringly before proclaiming:	100
1	1	13	1	“Asmodeus! 	11
1	1	13	2	Thou Fool! 	11
1	1	13	3	From whence didst thou fall that thou wouldst force my hand to return thy soul?” 	81
1	1	13	4	said Judith, mother of crones.	30
1	1	14	1	The cat meowed loudly as if in response and she jolted upward feigning being startled and in awe. 	98
1	1	14	2	The witches danced around again, tossing powder into the fire bringing flames that licked ever higher towards the leaves. 	122
1	1	14	3	Their vizards came off out of view as they continued to dance around the fire, their faces younger and visibly male and gaunt but with girlish carmine stains remaining on their lips. 	183
1	1	14	4	The music picked up and the crowd applauded the end of the scene and act.	73
1	1	15	1	Nauseating scents of stinging stage smoke, mildewed cobblestones, wet tobacco and rotting meat thickened the air around the audience seats. 	140
1	1	15	2	Further down, the streets were lined with vendors. 	51
1	1	15	3	The array of rolling carts with their wares hanging with sausage links, smoke-cured meats and packing their carts. 	115
1	1	15	4	Bells and voices babbled through mists seeping from the wet streets that were recently dampened with spring rains. 	115
1	1	15	5	The sky was overcast and slowly dimming to a hiding sun. 	57
1	1	15	6	The air was cool and still.	27
1	1	16	1	In the back of the theatre’s seating, one of the sergeants was there tripling his duties as father, theatre patron and keeper of the peace. 	140
1	1	16	2	His entourage was last to leave the stands. 	44
1	1	16	3	John Perkins Sr. finally stood up unfurling a black wooly sergeant's cape and sword tucked into a brown hard leather scabbard, strapped about his waist. 	153
1	1	16	4	His cheeks were dimpled as well as his chin. 	45
1	1	16	5	His dark curly hair and bright blue eyes meet his wife Judith’s dusty green eyes piercing his back with an air of dread. 	121
1	1	16	6	John Sr. looked around to count the heads of his children. 	59
1	1	16	7	He looked back at his darling of a wife, her hair in sandy ringlets and tied up under a sun hat with a ribbon tying it down and resting under her chin.  	153
1	1	16	8	She took the cue to double check the count with him. 	53
1	1	16	9	After they both peered out over the crowds, their eyes met again at the same time with John Sr. finally asking, “Where is that boy?”	132
1	1	17	1	Judith’s brow furrowed and squinted as she held a hand up over her eyes. 	73
1	1	17	2	She had four children with her earlier but now three. 	54
1	1	17	3	There were two more at home with a governess. 	46
1	1	17	4	Judith wore a lot of face powder and color compared to most.  	62
1	1	17	5	She was fond of her earrings and necklaces despite the fact she was considered by most such a God fearing woman “once you got to be familiar with her.”  	153
1	1	17	6	However, there were a few who considered her a strange and miraculous woman “once you start to do business with her.”	117
1	1	18	1	“Mother, I think he’s back there somewhere,” pointed out Elizabeth or Lizzie, the oldest girl, almost towheaded with grey eyes and fourteen years old. 	151
1	1	18	2	Lizzie and Henry were twins and while both of them thought Judith was overprotective, Lizzie would get annoyed when Henry went missing. 	136
1	1	18	3	Even so, she had a knack of knowing where he was.	49
1	1	19	1	John Jr, or Johnny was the oldest son. 	39
1	1	19	2	At sixteen, he was now as tall as his father, and with his face a younger version of father’s as well, people started to confuse the two when John Sr. was not in uniform or when they both wore hats.  	200
1	1	19	3	Johnny’s hair was longer and sun-bleached into light brown locks just lighter than his mother’s and just barely curled at his shoulders.  	138
1	1	19	4	He asked an older boy sitting next to him who he knew from school, “Willy, have you seen my brother Henry?” 	108
1	1	19	5	to which the pallid and long-faced boy shook his head.  	56
1	1	19	6	He walked out onto the grass and weaved through the crowds.	59
1	1	20	1	Mary, the youngest of their four children was ten years old and had long dark walnut-brown hair and deep green eyes like her mother’s.  	136
1	1	20	2	She saw Elizabeth, or “Lizzie” for short turn around and walk straight back to the rear of the audience section and disappear. 	127
1	1	20	3	Judith looked down at Mary who was now already starting to follow Lizzie’s trail to the rear section.  	103
1	1	20	4	As Mary weaved around the crowds, she pushed aside several large fluffy dresses carefully looking for the familiar blue skirt that Lizzie wore.  	145
1	1	20	5	Finally reaching the back, she saw Henry dancing at a clearing.  	65
1	1	20	6	He looked unusually like his sister but with much shorter blonde hair.  	72
1	1	20	7	They both had those cherub like cheeks to match their often frowned upon, and hence secretive, joviality.  	107
1	1	20	8	Lizzie was watching him giggling.  	35
1	1	20	9	His dance parody was an outlandish version of the dances they just saw on stage. 	81
1	1	20	10	He hopped on one foot and onto the other with a big sweeping step and made a creaky voice of an elderly woman to which people burst into uproar. 	145
1	1	20	11	The crowds cleared further away from him forming a circle around him, now including Lizzie who she soon spotted to her right seeing her by her light hair but otherwise concealed amongst the mass of skirts.  	207
1	1	20	12	Lizzie spotted Mary back quickly and changed her demeanor from one of mirth to a serious, miniature mommy one.  	112
1	1	20	13	Lizzie walked past Henry and snagged his collar turning him about to where Mary was.	84
1	1	21	1	“You mustn’t follow me out here!  	34
1	1	21	2	What if you got lost?”	22
1	1	22	1	“I thought we were looking for him.”	36
1	1	23	1	“Yes, and I was just about to bring him back!”	46
1	1	24	1	Lizzie knew that Mary would say just enough to not let her get away with just standing there watching so the three of them marched back through the ruffles and tailcoats to where they could see mother, father and Johnny.	220
1	1	25	1	Mary was worried that Henry might offend one of the dancers if they accidentally spied him out.  	97
1	1	25	2	She gulped down the impending feeling of trouble brewing that Henry seemed to cause regularly.  	96
1	1	25	3	Mary stomped angrily at how she saw Lizzie there.  	51
1	1	25	4	Mary was sensitive to Lizzie’s double standards and a bit unaware as to how prevalent double standards were.  	110
1	1	25	5	Mary could never bring herself to do that.  	44
1	1	25	6	Her conscience would bite her too hard. 	40
1	1	25	7	She sighed to herself feeling completely alone in having such a strict guide stuck in her head.  	97
1	1	25	8	Part of her secretly wished she could be more like Lizzie.	58
1	1	26	1	“Henry, what did I tell you before we got here?” 	49
1	1	26	2	piped his angry father.  	25
1	1	26	3	John Sr. brought his hand around to Henry’s backside to give it a firm whack.  	79
1	1	26	4	Henry winced mid-smile.	23
1	1	27	1	Henry enjoyed the attention better than his brother Johnny did but knew not to press his luck with father so he gave a sincere sounding “Oww!” 	143
1	1	27	2	with just enough protest to convince that he got the message.	61
1	1	28	1	“Johnny, we found Henry!” 	26
1	1	28	2	shouted John Sr.	16
1	1	29	1	Judith looked back at the stage deep in thought. 	49
1	1	29	2	She played the sound of her name being repeated in her head. 	61
1	1	29	3	Judith, mine ears… Judith, mother of crones. 	45
1	1	29	4	These words sounded as if to implicate her as a worker of the forbidden arts.  	79
1	1	29	5	These were local actors and they borrowed from the names that were whispered around the small urban center of Hilmorton. 	121
1	1	29	6	Has Judith made a pact with the Devil? 	39
1	1	29	7	She could hear it now. 	23
1	1	29	8	Was it merely a coincidence for them to use her name in this small town?  	74
1	1	29	9	She was the most widely known Judith in this town who could work the “olde remedys”. 	85
1	1	29	10	She knew she had fair motives in her workings and that it was nearly always efficacious so that most people gave her heartfelt gratitude for her healing. 	154
1	1	29	11	Were the people starting to look for the scapegoats again? 	59
1	1	29	12	She shuddered at the thought and memories of women whose works were exaggerated from similar practices of physick and later tried and executed. 	144
1	1	29	13	I should not be so eager for such vanities as fame.	51
